House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
3,Taylor Radial,Charlotte,Smith,19,Wife,Married,Female,University Student,None,None
4,Taylor Radial,Mandy,Collins,76,Head,Married,Female,Retired Immunologist,None,Catholic
4,Taylor Radial,Stuart,Collins,77,Husband,Married,Male,Retired Product/process development scientist,None,Catholic
5,Taylor Radial,Teresa,Fleming,76,Head,Married,Female,Retired Media buyer,None,Methodist
5,Taylor Radial,Howard,Fleming,84,Husband,Married,Male,Retired Editorial assistant,None,Methodist
6,Taylor Radial,Rosie,Bradley,29,Head,Single,Female,Midwife,None,Christian
6,Taylor Radial,Joanne,Davis,58,Lodger,Divorced,Female,Engineering geologist,None,None
7,Taylor Radial,Josephine,McKenzie,80,Head,Widowed,Female,"Retired Chemist, analytical",None,Christian
8,Taylor Radial,Ann,Roberts,54,Head,Single,Female,Unemployed,None,Catholic
8,Taylor Radial,Kayleigh,Roberts,11,Daughter,,Female,Student,None,
9,Taylor Radial,Deborah,Elliott,35,Head,Married,Female,"Secretary, company",None,None
9,Taylor Radial,Jay,Elliott,34,Husband,Married,Male,Fast food restaurant manager,None,None
9,Taylor Radial,Samuel,Elliott,1,Son,,Male,Child,None,
9,Taylor Radial,Lee,Richards,53,Lodger,Widowed,Male,"Surveyor, rural practice",None,None
9,Taylor Radial,Phillip,Willis,60,Lodger,Divorced,Male,Chief Strategy Officer,None,Methodist
10,Taylor Radial,Jeremy,Reed,33,Head,Married,Male,Unemployed,None,None
10,Taylor Radial,Laura,Reed,30,Wife,Married,Female,Marine scientist,None,None
11,Taylor Radial,Guy,Foster,50,Head,Single,Male,Government social research officer,None,None
11,Taylor Radial,Rhys,Middleton,41,None,Single,Male,"Lecturer, higher education",None,Methodist
11,Taylor Radial,Roger,Webster,52,None,Single,Male,"Therapist, nutritional",None,Christian
11,Taylor Radial,Anna,Miah,43,None,Single,Female,"Therapist, drama",None,Christian
12,Taylor Radial,Ben,Connolly,56,Head,Single,Male,Ceramics designer,None,Christian
13,Taylor Radial,Damien,Bennett,36,Head,Single,Male,Unemployed,None,Catholic
13,Taylor Radial,Ellie,Turner,34,Partner,Single,Female,Industrial/product designer,None,Catholic
14,Taylor Radial,Gerard,Hale,47,Head,Married,Male,Unemployed,None,Christian
14,Taylor Radial,Sara,Hale,42,Wife,Married,Female,"Designer, exhibition/display",None,Christian
15,Taylor Radial,Elaine,Robertson,52,Head,Married,Female,Sports therapist,None,None
15,Taylor Radial,Brett,Robertson,54,Husband,Married,Male,Government social research officer,None,None
15,Taylor Radial,Annette,Robertson,26,Daughter,Single,Female,Unemployed,None,None
15,Taylor Radial,Dorothy,Robertson,23,Daughter,Single,Female,Broadcast presenter,None,None
15,Taylor Radial,Christopher,Robertson,3,Son,,Male,Child,None,
16,Taylor Radial,Peter,Russell,46,Head,Single,Male,Farm manager,None,None
17,Taylor Radial,Amy,Martin,42,Head,Single,Female,Oceanographer,None,Catholic
18,Taylor Radial,Shaun,Scott,85,Head,Widowed,Male,"Retired Librarian, public",None,None
19,Taylor Radial,Maurice,Taylor,21,Head,Married,Male,University Student,None,Methodist
19,Taylor Radial,Carly,Taylor,20,Wife,Married,Female,University Student,None,Methodist
20,Taylor Radial,Leslie,Green,62,Head,Divorced,Male,Land/geomatics surveyor,None,Christian
20,Taylor Radial,Pamela,Green,14,Adopted Granddaughter,,Female,Student,None,
21,Taylor Radial,Sally,Robinson,36,Head,Single,Female,Licensed conveyancer,None,Methodist
21,Taylor Radial,Jack,Duncan,40,Partner,Single,Male,Metallurgist,None,Methodist
21,Taylor Radial,Patrick,Robinson,0,Son,,Male,Child,None,
21,Taylor Radial,Carol,Pearce,37,Lodger,Single,Female,"Buyer, retail",None,None
21,Taylor Radial,Garry,Clark,57,Lodger,Single,Male,Higher education careers adviser,None,Methodist
21,Taylor Radial,Marion,Mitchell,18,Lodger,Single,Female,Student,None,
22,Taylor Radial,Maureen,Harrison,48,Head,Married,Female,Plant breeder/geneticist,None,None
22,Taylor Radial,Cameron,Harrison,50,Husband,Married,Male,Structural engineer,None,None
22,Taylor Radial,Margaret,Harrison,19,Daughter,Single,Female,University Student,None,None
22,Taylor Radial,Danny,Harrison,16,Adopted Son,,Male,Student,None,
22,Taylor Radial,Nicole,Harrison,14,Daughter,,Female,Student,None,
23,Taylor Radial,Holly,Russell,27,Head,Married,Female,"Scientist, research (medical)",None,None
23,Taylor Radial,Douglas,Russell,35,Husband,Married,Male,"Engineer, civil (contracting)",None,None
23,Taylor Radial,Christopher,Russell,8,Son,,Male,Student,None,
23,Taylor Radial,Geoffrey,Russell,4,Son,,Male,Child,None,
23,Taylor Radial,Richard,Russell,1,Son,,Male,Child,None,
24,Taylor Radial,Howard,Rose,37,Head,Single,Male,Unemployed,None,Christian
24,Taylor Radial,Aimee,Rose,4,Daughter,,Female,Child,None,
24,Taylor Radial,Dawn,Rose,0,Daughter,,Female,Child,None,
24,Taylor Radial,Chelsea,Norman,63,Lodger,Single,Female,Clinical molecular geneticist,None,Christian
25,Taylor Radial,Jamie,Duncan,18,Head,Divorced,Male,Student,None,
25,Taylor Radial,Lynda,Clayton,38,None,Single,Female,Architectural technologist,None,Catholic
26,Taylor Radial,Bethany,Singh,69,Head,Divorced,Female,"Retired Doctor, general practice",None,Christian
26,Taylor Radial,Hollie,Stevens,34,Daughter,Single,Female,Manufacturing systems engineer,None,None
26,Taylor Radial,Jason,Stevens,30,Son,Single,Male,Armed forces technical officer,None,None
26,Taylor Radial,Daniel,Stevens,30,Son,Single,Male,Claims inspector/assessor,None,Christian
27,Taylor Radial,Sean,Morgan,20,Head,Single,Male,University Student,None,Catholic
27,Taylor Radial,Lynda,Sims,20,Partner,Single,Female,University Student,None,None
1,The Squares,Richard,Winter,87,Head,Widowed,Male,Retired Paramedic,None,None
2,The Squares,Sara,Williams-McKenzie,68,Head,Widowed,Female,Unemployed,None,None
2,The Squares,Leigh,Williams-McKenzie,28,Son,Single,Male,"Geneticist, molecular",None,None
3,The Squares,Rebecca,Wilson,70,Head,Married,Female,Retired Hotel manager,None,Christian
3,The Squares,Samuel,Wilson,72,Husband,Married,Male,Retired Government social research officer,None,Christian
4,The Squares,Arthur,Lowe,79,Head,Divorced,Male,Retired International aid/development worker,None,None
5,The Squares,Caroline,Harris,36,Head,Married,Female,Public librarian,None,Christian
5,The Squares,Stuart,Harris,36,Husband,Married,Male,Hotel manager,None,Christian
5,The Squares,Mark,Rowley,26,Lodger,Divorced,Male,Conference centre manager,None,Methodist
6,The Squares,Elliot,Hawkins,40,Head,Married,Male,"Surveyor, quantity",None,Muslim
6,The Squares,Carly,Hawkins,35,Wife,Married,Female,Health promotion specialist,None,Muslim
7,The Squares,Malcolm,Barrett,44,Head,Single,Male,Telecommunications researcher,None,Catholic
7,The Squares,Georgina,Barrett,35,Partner,Single,Female,"Therapist, sports",None,Catholic
8,The Squares,Michelle,Pugh,27,Head,Divorced,Female,Higher education lecturer,None,Catholic
8,The Squares,Harry,Pugh,8,Son,,Male,Student,None,
8,The Squares,Samantha,Davis-Pugh,7,Daughter,,Female,Student,None,
8,The Squares,Paige,Davis-Pugh,3,Daughter,,Female,Child,None,
8,The Squares,Katherine,Hartley,39,Sibling,Single,Female,Manufacturing engineer,None,Christian
8,The Squares,Claire,Bishop,42,Lodger,Single,Female,Manufacturing systems engineer,Disabled,Catholic
9,The Squares,Lindsey,Reid,31,Head,Married,Female,Estate agent,None,Catholic
9,The Squares,Phillip,Reid,31,Husband,Married,Male,"Therapist, occupational",None,Catholic
9,The Squares,Anna,Wilkins-Reid,8,Daughter,,Female,Student,None,
9,The Squares,Liam,Wilkins-Reid,4,Son,,Male,Child,None,
9,The Squares,Mark,Wilkins-Reid,0,Son,,Male,Child,None,
10,The Squares,Jason,Sutton,47,Head,Single,Male,Public affairs consultant,None,Catholic
10,The Squares,Rosie,Taylor,16,Step-Daughter,,Female,Student,None,
11,The Squares,Hollie,Thomson,33,Head,Single,Female,Astronomer,None,None
11,The Squares,Martyn,Thomson,8,Son,,Male,Student,None,
12,The Squares,Andrew,Hughes,33,Head,Single,Male,Make,None,Catholic
12,The Squares,Nicole,Baker,30,Partner,Single,Female,"Research officer, trade union",None,None
13,The Squares,Leanne,Lloyd,38,Head,Married,Female,Retail banker,None,Christian
13,The Squares,Owen,Lloyd,40,Husband,Married,Male,Horticultural therapist,None,None
13,The Squares,Liam,Lloyd,14,Son,,Male,Student,None,
14,The Squares,Leonard,Lane,43,Head,Single,Male,Tax inspector,None,None
14,The Squares,Julie,Robson,49,None,Single,Female,"Engineer, control and instrumentation",None,Catholic
14,The Squares,Jay,Finch,26,None,Single,Male,Unemployed,None,None
14,The Squares,Marion,Evans,37,None,Single,Female,Network engineer,None,None
14,The Squares,Rhys,Robinson,57,None,Single,Male,Unemployed,None,Methodist
15,The Squares,Stanley,Arnold,50,Head,Married,Male,Armed forces logistics/support/administrative officer,None,Christian
15,The Squares,Molly,Arnold,45,Wife,Married,Female,Building services engineer,None,None
16,The Squares,Hazel,Schofield,66,Head,Divorced,Female,Unemployed,None,None
16,The Squares,Hollie,Schofield,46,Daughter,Single,Female,"Psychotherapist, dance movement",None,None
17,The Squares,Hayley,Smith,41,Head,Single,Female,"Engineer, manufacturing systems",None,None
17,The Squares,Ricky,Henderson,43,Partner,Single,Male,Recruitment consultant,None,None
17,The Squares,Frances,Smith,2,Daughter,,Female,Child,None,
18,The Squares,Conor,Bond,43,Head,Single,Male,Careers information officer,None,None
18,The Squares,Kim,Morris,41,Partner,Single,Female,Forest/woodland manager,None,None
19,The Squares,Barbara,Ali,57,Head,Single,Female,Equities trader,None,Christian
19,The Squares,Philip,Ali,33,Son,Single,Male,"Engineer, structural",None,Christian
19,The Squares,Sally,Ali,31,Daughter,Divorced,Female,"Surveyor, building control",None,Christian
20,The Squares,Gareth,Flynn,60,Head,Single,Male,Chartered accountant,None,Christian
1,Smith Springs,Joanna,Scott,43,Head,Single,Female,Osteopath,None,None
1,Smith Springs,Albert,Scott,17,Son,,Male,Student,None,
1,Smith Springs,Arthur,Scott,13,Son,,Male,Student,None,
1,Smith Springs,Paige,Scott,10,Daughter,,Female,Student,None,
1,Smith Springs,Janet,Scott,6,Daughter,,Female,Student,None,
1,Smith Springs,Jonathan,Scott,4,Son,,Male,Child,None,
1,Smith Springs,Justin,Scott,4,Son,,Male,Child,None,
1,Smith Springs,Aaron,Scott,4,Son,,Male,Child,None,
1,Smith Springs,Trevor,Scott,2,Son,,Male,Child,None,
1,Smith Springs,Alexander,Scott,1,Son,,Male,Child,None,
2,Smith Springs,Lynda,Smith,41,Head,Divorced,Female,"Therapist, drama",None,Christian
2,Smith Springs,Gavin,Smith,3,Son,,Male,Child,None,
2,Smith Springs,Julie,Boyle,64,Sibling,Single,Female,"Surveyor, commercial/residential",None,Christian
2,Smith Springs,Chloe,Brown,41,Lodger,Single,Female,Drilling engineer,None,Christian
2,Smith Springs,Dorothy,Townsend,19,Lodger,Single,Female,"Designer, ceramics/pottery",None,Christian
3,Smith Springs,Connor,Young,60,Head,Divorced,Male,Building surveyor,None,None
3,Smith Springs,Stanley,Cross,39,None,Single,Male,Civil Service fast streamer,None,Catholic
3,Smith Springs,Wendy,Parkes,47,None,Single,Female,"Research officer, government",None,None
3,Smith Springs,Carl,Turner,60,None,Single,Male,Ecologist,None,None
3,Smith Springs,Philip,Joyce,60,None,Single,Male,"Engineer, maintenance (IT)",None,None
3,Smith Springs,Kimberley,Brown,50,None,Single,Female,Health visitor,None,None
4,Smith Springs,Ann,Patel,61,Head,Married,Female,"Psychologist, prison and probation services",None,None
4,Smith Springs,Edward,Lawson,61,Husband,Married,Male,"Conservator, museum/gallery",None,None
4,Smith Springs,Debra,Robinson,28,Daughter,Single,Female,Charity fundraiser,None,None
4,Smith Springs,Chloe,Robinson,28,Daughter,Single,Female,Advertising copywriter,None,None
4,Smith Springs,Gillian,Robinson,24,Daughter,Divorced,Female,"Buyer, retail",None,None
5,Smith Springs,Clare,West,53,Head,Single,Female,Trading standards officer,None,Methodist
5,Smith Springs,Brian,Wallis,59,Partner,Single,Male,Environmental health practitioner,None,Methodist
5,Smith Springs,Julian,West,16,Son,,Male,Student,None,
5,Smith Springs,Jay,West,13,Son,,Male,Student,None,
5,Smith Springs,Edward,West,9,Son,,Male,Student,None,
6,Smith Springs,Charlene,Warner,41,Head,Divorced,Female,Ophthalmologist,None,None
6,Smith Springs,Nicola,Warner,16,Daughter,,Female,Student,None,
6,Smith Springs,Karl,Warner,16,Son,,Male,Student,None,
6,Smith Springs,Daniel,Warner,15,Son,,Male,Student,None,
7,Smith Springs,Maureen,Hill,34,Head,Single,Female,Unemployed,None,None
7,Smith Springs,Eric,Hill,3,Son,,Male,Child,None,
7,Smith Springs,Frederick,Hill,3,Son,,Male,Child,None,
7,Smith Springs,Georgina,Hill,3,Daughter,,Female,Child,None,
7,Smith Springs,Samantha,Hill,0,Daughter,,Female,Child,None,
7,Smith Springs,Andrea,Rice,32,Lodger,Single,Female,"Investment banker, corporate",None,Catholic
7,Smith Springs,Pamela,Robinson,45,Lodger,Single,Female,Health and safety adviser,None,Catholic
7,Smith Springs,Keith,Swift,24,Lodger,Divorced,Male,Unemployed,Physical Disability,Catholic
7,Smith Springs,June,West,32,Lodger,Single,Female,Unemployed,None,Christian
8,Smith Springs,Shannon,Berry,25,Head,Married,Female,Television/film/video producer,None,None
8,Smith Springs,Craig,Berry,31,Husband,Married,Male,"Production designer, theatre/television/film",None,None
8,Smith Springs,Jason,Berry,5,Son,,Male,Student,None,
8,Smith Springs,Carolyn,Berry,2,Daughter,,Female,Child,None,
8,Smith Springs,Abbie,Berry,0,Daughter,,Female,Child,None,
9,Smith Springs,Tracey,Duncan,41,Head,Single,Female,Unemployed,None,None
9,Smith Springs,Tracy,Duncan,18,Daughter,Single,Female,Student,None,None
9,Smith Springs,Kyle,Duncan,14,Son,,Male,Student,None,
9,Smith Springs,Susan,Duncan,12,Daughter,,Female,Student,None,
10,Smith Springs,Roy,Jones,53,Head,Married,Male,Research scientist (maths),None,None
10,Smith Springs,Helen,Jones,52,Wife,Married,Female,Magazine journalist,None,None
10,Smith Springs,Sandra,Jones,17,Daughter,,Female,Student,None,
10,Smith Springs,Mohamed,Webster,14,Son,,Male,Student,None,
10,Smith Springs,Joan,Webster,14,Daughter,,Female,Student,None,
11,Smith Springs,Joanne,Whitehouse,43,Head,Married,Female,Social worker,None,Catholic
11,Smith Springs,Frederick,Whitehouse,46,Husband,Married,Male,Camera operator,None,Catholic
11,Smith Springs,Gareth,Whitehouse,23,Son,Divorced,Male,Environmental education officer,None,None
11,Smith Springs,Kyle,Whitehouse,20,Son,Single,Male,University Student,None,None
11,Smith Springs,Lucy,Whitehouse,18,Daughter,Divorced,Female,Student,None,None
12,Smith Springs,Christine,Anderson,39,Head,Single,Female,Volunteer coordinator,None,None
12,Smith Springs,Terry,Parker,38,Partner,Single,Male,Best boy,None,None
12,Smith Springs,Jeffrey,Harris-Anderson,6,Son,,Male,Student,None,
12,Smith Springs,Joanne,Harris-Anderson,3,Daughter,,Female,Child,None,
13,Smith Springs,Paula,Young,57,Head,Married,Female,Electronics engineer,None,Methodist
13,Smith Springs,Reece,Young,55,Husband,Married,Male,Unemployed,None,Methodist
13,Smith Springs,Linda,Young,28,Daughter,Single,Female,"Biochemist, clinical",None,None
13,Smith Springs,Shaun,Young,15,Son,,Male,Student,None,
13,Smith Springs,Ruth,Young,12,Daughter,,Female,Student,None,
14,Smith Springs,Claire,Walsh,30,Head,Married,Female,Armed forces technical officer,None,None
14,Smith Springs,Lewis,Thompson,33,Husband,Married,Male,Chief Executive Officer,None,None
14,Smith Springs,Kevin,Walsh,3,Son,,Male,Child,None,
14,Smith Springs,Darren,Walsh,1,Son,,Male,Child,None,
14,Smith Springs,Gillian,Walsh,0,Daughter,,Female,Child,None,
15,Smith Springs,Jeffrey,Fisher,32,Head,Single,Male,Editorial assistant,None,None
1,Patel Camp,Emma,Frost,58,Head,Married,Female,"Research officer, trade union",None,Christian
1,Patel Camp,Charlie,Frost,64,Husband,Married,Male,"Runner, broadcasting/film/video",None,Christian
1,Patel Camp,Gareth,Frost,37,Son,Single,Male,"Editor, film/video",None,Christian
1,Patel Camp,Robin,Frost,34,Son,Divorced,Male,Mudlogger,None,Christian
1,Patel Camp,Gregory,Frost,32,Son,Single,Male,Industrial/product designer,None,Christian
2,Patel Camp,Danielle,Chambers,60,Head,Married,Female,Insurance risk surveyor,None,None
2,Patel Camp,William,Chambers,65,Husband,Married,Male,Public house manager,None,None
2,Patel Camp,Jade,Chambers,27,Daughter,Single,Female,Air traffic controller,None,None
2,Patel Camp,Neil,Chambers,19,Son,Single,Male,University Student,None,None
2,Patel Camp,Sean,Chambers,16,Son,,Male,Student,None,
2,Patel Camp,Gordon,Chambers,14,Adopted Son,,Male,Student,None,
3,Patel Camp,Lisa,Riley,38,Head,Single,Female,Unemployed,None,None
3,Patel Camp,Stanley,Randall,39,Partner,Single,Male,Network engineer,None,None
3,Patel Camp,Vanessa,Riley,0,Daughter,,Female,Child,None,
3,Patel Camp,Joshua,Newman,51,Lodger,Single,Male,Teaching laboratory technician,None,Christian
4,Patel Camp,Kate,Jenkins,49,Head,Single,Female,Advertising account executive,None,None
4,Patel Camp,Dorothy,Jenkins,19,Daughter,Single,Female,University Student,None,None
4,Patel Camp,William,Jenkins,14,Son,,Male,Student,None,
4,Patel Camp,Bruce,Holland,13,Son,,Male,Student,None,
4,Patel Camp,Adrian,Holland,9,Son,,Male,Student,None,
4,Patel Camp,Maureen,Holland,5,Daughter,,Female,Student,None,
5,Patel Camp,Claire,Walsh,43,Head,Divorced,Female,Unemployed,None,None
5,Patel Camp,Rita,Walsh,4,Daughter,,Female,Child,None,
6,Patel Camp,Joyce,Payne,35,Head,Divorced,Female,Public house manager,None,Catholic
6,Patel Camp,Damian,Payne,6,Son,,Male,Student,None,
6,Patel Camp,Jordan,Payne,5,Son,,Male,Student,None,
6,Patel Camp,Carl,Payne,4,Son,,Male,Child,None,
6,Patel Camp,Albert,Payne,2,Son,,Male,Child,None,
6,Patel Camp,Toby,Kemp,63,Lodger,Single,Male,Product designer,None,Methodist
7,Patel Camp,Victoria,White,51,Head,Married,Female,"Exhibitions officer, museum/gallery",None,Christian
7,Patel Camp,Leigh,White,55,Husband,Married,Male,Fine artist,None,Christian
7,Patel Camp,Beth,White,11,Daughter,,Female,Student,None,
7,Patel Camp,William,White,7,Son,,Male,Student,None,
8,Patel Camp,Marilyn,Moore,65,Head,Widowed,Female,"Producer, television/film/video",None,Christian
9,Patel Camp,Yvonne,Clements,47,Head,Married,Female,Public librarian,None,None
9,Patel Camp,Liam,Clements,44,Husband,Married,Male,Magazine journalist,None,None
9,Patel Camp,Alison,Clements,23,Daughter,Single,Female,Industrial buyer,None,None
9,Patel Camp,Lynda,Clements,3,Daughter,,Female,Child,None,
10,Patel Camp,Charlene,White,47,Head,Widowed,Female,Medical physicist,None,Catholic
